Column1,All Out 50s,All Out 60s,All Out 70s,All Out 80s,All Out 90s,All Out 00s,All Out 10s,US Top 50,Top_Male_Artists_of_2018,Top_Female_Artists_of_2018,Eminem,Beatles,Prince,Nina Simone,Lady Gaga,Justin Bieber,John Mayer,Depeche Mode,Ed Sheeran,Aretha Franklin,Ed Sheeran2,Adele,Tom Petty,Metallica,Madonna,Stevie Wonder,Earth Wind And Fire,Drake,Elton John,Radiohead,Kendrick_Lamar,Frank_Sinatra,Red Hot Chili Peppers,Michael Buble,Beyonce,John Legend,ACDC,All Playlists
careers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
negotions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
oath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
inspired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2
street?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
vengeance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
tracklisting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
gangsta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2
awesome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
collard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
hoover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,7
bj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
prescription/oxymoron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
purge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
tyler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,6,,,7
creator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
kurupt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
raekwon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
bonuses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
grooveline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
pt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
suga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
gravy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
pusha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
californication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,60,,,,,61
a$ap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
snapback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
t-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
lamar's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
untitled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2
unmastered.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
contest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
conducted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
9th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
pst.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
#1who's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
evenly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2
odd?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"""both",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"me.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,8
"06.30.2014""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
cee-lo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
avant-garde/both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"odd"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
@m0chah0ntas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
#2what,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
power?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"""pussy"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"05.28.2013.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"""pussy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"night"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
@dvrrxll.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
#3what,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
confess?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"answer""i",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"missionary"".in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"""​untitled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,6
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"06.23.2014.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"""palisade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
sex/i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
missionary/this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"confess"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
@hoopgod1k.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
#4who's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
01?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"answer""bilal"".in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"08.19.2014.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
bilal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
girl/oh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"there?"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
@fari_supercinco.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
#5why,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"answer""a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"long"".in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"09.06.2014.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"""but",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"wrong"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
@latinsass.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
#6what,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"answer""impalas"".in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"2014-2016""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"""me",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"impalas"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
@jamarzonmarz.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
#7what's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
dashboard?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"answer""bible"".this",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
unclear.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"09.21.2014.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
trunk/name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"trunk"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
@erinwells24.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
#8who's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
misleading?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"government"".in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"08.14.2014.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"""they",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"youth"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
merrifield.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
j.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,4
cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,4
rehearsal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
personal?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
purposeful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
merciful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
versatile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
well-rounded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
cursive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
purses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
murderers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
totally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
worthless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"""be",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
posters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
tiffany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
realest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2
envelope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
fauntleroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2
"slip""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"insane"";",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
woman's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
tutor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
ducking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
contraband,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,6
switched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,6
county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,6
renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,6
caucasian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
dipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
nimcompoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
peek-a-boo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
tagging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
showers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
we-we-wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
cannonball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
swipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
debit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
f-f-fuck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
stacking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,3
stacks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
trampoline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2
murk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
judges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
hog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,2
fearing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
curt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
nerves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
oxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
murderville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
served,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
tens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
nah-nah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
mini-me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
snatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
mills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
made-it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,6
steve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,,,5
drummers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
tyrina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
ransom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2
orchestrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
zacari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,3
braille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
bas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
da$h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
threatening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
womanogomy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
invocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
kokane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
vs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
wi-fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
///,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,4
p.m.s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
br3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
schoolboy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
portishead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
d.r.u.g.s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
teedra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
moses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
javonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
prelude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
rapsody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
ymf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
shootout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
wassup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
nigga!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2
fired*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
newscaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,3
nicole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
wtop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
nickerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
housing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
name?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
shit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
gutterville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
lend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,3
lookin’,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
scrapin',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
pennies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"""bring",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
remy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
eyesight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
sci-fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
drive-thru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
drive-by,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
affected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,3
kin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,4
gin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,3
nests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
slaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
snatched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
institutionalized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
fined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
interest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
flopped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
po',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
holographic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
charizard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
helped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
crips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
cousins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
goddammit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
voicemail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2
cozz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
recording,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,81,,,82
"options.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
cody?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
session.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
today.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
week.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
keep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"me-""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
mailbox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
"goodbye""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
will;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
me—what,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,3
now;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,3
workin’,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,3
—and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
minimize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
mothafucka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2
helen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
assume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
script,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
muscles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
puzzles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
command,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
candace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
acceptin',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
homicidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
k.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
grandmama's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
t-o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
n-o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
ammo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
mo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
hoodrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
cheers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
sallie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
mae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
hol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2
mind's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,4,,,,,6
4r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
squaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
francisgotheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
cam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
o’bi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
rope/rosegold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
j.lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2
"""rope""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
antydote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2
"""rosegold""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
wat’s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
b.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,2,6
smoov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,7
sanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,7
ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
bday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
kari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
tiggi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
silkk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
shocka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
syd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
